CST-IBS/CBS;Descriá∆o CST-IBS/CBS;cClassTrib;Nome cClassTrib;Descriá∆o cClassTrib;LC Redaá∆o;LC 214/25;Tipo de Al°quota;pRedIBS;pRedCBS;ind_gTribRegular;ind_gCredPresOper;ind_gMonoPadrao;ind_gMonoReten;ind_gMonoRet;ind_gMonoDif;ind_gEstornoCred;dIniVig;dFimVig;DataAtualizaá∆o;indNFeABI;indNFe;indNFCe;indCTe;indCTeOS;indBPe;indBPeTA;indBPeTM;indNF3e;indNFSe;indNFSe Via;indNFCom;indNFAg;indNFGas;indDERE;ANEXO;Link
200;Al°quota reduzida em 40%;200049;Transporte coletivo de passageiros rodovi†rio, ferrovi†rio e hidrovi†rio;Transporte coletivo de passageiros rodovi†rio, ferrovi†rio e hidrovi†rio intermunicipais e interestaduais, observado o art. 286 da Lei Complementar nß 214, de 2025.;Art. 286. Em relaá∆o aos serviáos de transporte coletivo de passageiros rodovi†rio, ferrovi†rio e hidrovi†rio intermunicipais e interestaduais, as al°quotas do IBS e da CBS do regime espec°fico de que trata essa Seá∆o ficam reduzidas em 40% (quarenta por cento).;Art. 286;Padr∆o;40;40;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art286
200;Al°quota reduzida em 40%;200050;Serviáos de transporte aÇreo regional coletivo de passageiros ou de carga;Serviáos de transporte aÇreo regional coletivo de passageiros ou de carga, observado o art. 287 da Lei Complementar nß 214, de 2025.;Art. 287. Ficam reduzidas em 40% (quarenta por cento) as al°quotas do IBS e da CBS incidentes sobre o fornecimento do serviáo de transporte aÇreo regional coletivo de passageiros ou de carga.;Art. 287;Padr∆o;40;40;0;0;0;0;0;0;0;01/01/2026;;12/12/2025;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art287
200;Al°quota reduzida em 40%;200051;Agàncias de Turismo;Agàncias de Turismo, observado o art. 289 da Lei Complementar nß 214, de 2025.;"Art. 289. Nos demais serviáos de intermediaá∆o prestados por agàncias de turismo:
 II - a al°quota Ç a mesma aplic†vel aos serviáos de hotelaria, parques de divers∆o e parques tem†ticos;";Art. 289, II;Padr∆o;40;40;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art289
200;Al°quota reduzida em 30%;200052;Prestaá∆o de serviáos de profiss‰es intelectuais;Prestaá∆o de serviáos das seguintes profiss‰es intelectuais de natureza cient°fica, liter†ria ou art°stica, submetidas Ö fiscalizaá∆o por conselho profissional: administradores, advogados, arquitetos e urbanistas, assistentes sociais, bibliotec†rios, bi¢logos, contabilistas, economistas, economistas domÇsticos, profissionais de educaá∆o f°sica, engenheiros e agrìnomos, estat°sticos, mÇdicos veterin†rios e zootecnistas, muse¢logos, qu°micos, profissionais de relaá‰es p£blicas, tÇcnicos industriais e tÇcnicos agr°colas, observado o art. 127 da Lei Complementar nß 214, de 2025.;"Art. 127. Ficam reduzidas em 30% (trinta por cento) as al°quotas do IBS e da CBS incidentes sobre a prestaá∆o de serviáos pelos seguintes profissionais, que exercerem atividades intelectuais de natureza cient°fica, liter†ria ou art°stica, submetidas Ö fiscalizaá∆o por conselho profissional: 
 I ? administradores;
 II ? advogados;
 III ? arquitetos e urbanistas;
 IV ? assistentes sociais;
 V ? bibliotec†rios;
 VI ? bi¢logos;
 VII ? contabilistas;
 VIII ? economistas;
 IX ? economistas domÇsticos;
 X ? profissionais de educaá∆o f°sica;
 XI ? engenheiros e agrìnomos;
 XII ? estat°sticos;
 XIII - mÇdicos veterin†rios e zootecnistas;
 XIV ? muse¢logos;
 XV ? qu°micos;
 XVI ? profissionais de relaá‰es p£blicas;
 XVII ? tÇcnicos industriais; e
 XVIII ? tÇcnicos agr°colas;";Art. 127, I a XVIII;Padr∆o;30;30;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art127
220;Al°quota fixa;220001;Incorporaá∆o imobili†ria submetida ao regime especial de tributaá∆o;Incorporaá∆o imobili†ria submetida ao regime especial de tributaá∆o, observado o art. 485 da Lei Complementar nß 214, de 2025.;"Art. 485. O contribuinte que realizar incorporaá∆o imobili†ria submetida ao patrimìnio de afetaá∆o, nos termos dos artigos 31-A a 31-E da Lei nß 4.591, de 16 de dezembro de 1964, que tenha realizado o pedido de opá∆o pelo regime espec°fico institu°do pelo art. 1ß e tenha o pedido efetivado nos termos do art. 2ß, ambos da Lei Federal nß 10.931 de 2004, antes de 1ß de janeiro de 2029, pode optar pelo recolhimento de CBS, da seguinte forma:
 I - a incorporaá∆o imobili†ria submetida ao regime especial de tributaá∆o prevista nos arts. 4ß e 8ß da Lei Federal nß 10.931/2004 ficar† sujeita ao pagamento de CBS em montante equivalente a 2,08% da receita mensal recebida;";Art. 485, I;Fixa;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art485
220;Al°quota fixa;220002;Incorporaá∆o imobili†ria submetida ao regime especial de tributaá∆o;Incorporaá∆o imobili†ria submetida ao regime especial de tributaá∆o, observado o art. 485 da Lei Complementar nß 214, de 2025.;"Art. 485. O contribuinte que realizar incorporaá∆o imobili†ria submetida ao patrimìnio de afetaá∆o, nos termos dos artigos 31-A a 31-E da Lei nß 4.591, de 16 de dezembro de 1964, que tenha realizado o pedido de opá∆o pelo regime espec°fico institu°do pelo art. 1ß e tenha o pedido efetivado nos termos do art. 2ß, ambos da Lei Federal nß 10.931 de 2004, antes de 1ß de janeiro de 2029, pode optar pelo recolhimento de CBS, da seguinte forma:
 II - a incorporaá∆o imobili†ria submetida ao regime especial de tributaá∆o prevista no ı 6ß e ı 8ß do art. 4ß e par†grafo £nico do art. 8ß da Lei Federal nß 10.931/2004 ficar† sujeita ao pagamento de CBS em montante equivalente a 0,53% da receita mensal recebida.";Art. 485, II;Fixa;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art485
220;Al°quota fixa;220003;Alienaá∆o de im¢vel decorrente de parcelamento do solo;Alienaá∆o de im¢vel decorrente de parcelamento do solo, observado o art. 486 da Lei Complementar nß 214, de 2025.;"Art. 486. O contribuinte que realizar alienaá∆o de im¢vel decorrente de parcelamento do solo, que tenha o pedido de registro do parcelamento, nos termos da Lei Federal nß 6.766, de 19 de dezembro de 1979, efetivado antes de 1ß de janeiro de 2029, pode optar pelo recolhimento de CBS com base na receita bruta recebida.
 ı 1ß As operaá‰es sujeitas ao regime de que trata este artigo estar∆o sujeitas ao pagamento de CBS em montante equivalente a 3,65% da receita bruta recebida.";Art. 486;Fixa;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art486
221;Al°quota fixa proporcional;221001;Locaá∆o, cess∆o onerosa ou arrendamento de bem im¢vel com al°quota sobre a receita bruta;Locaá∆o, cess∆o onerosa ou arrendamento de bem im¢vel com al°quota sobre a receita bruta, observado o art. 487 da Lei Complementar nß 214, de 2025.;"Art. 487. O contribuinte que realizar locaá∆o, cess∆o onerosa ou arrendamento de bem im¢vel decorrente de contratos firmados por prazo determinado poder† optar pelo recolhimento de IBS e CBS com base na receita bruta recebida.
 ı 2ß As operaá‰es sujeitas ao regime de que trata este artigo estar∆o sujeitas ao pagamento de IBS e CBS em montante equivalente a 3,65% da receita bruta recebida.";Art. 487, ı 2ß;Fixa;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art487
222;Reduá∆o de Base de C†lculo;222001;Transporte internacional de passageiros, caso os trechos de ida e volta sejam vendidos em conjunto;Transporte internacional de passageiros, caso os trechos de ida e volta sejam vendidos em conjunto, a base de c†lculo ser† a metade do valor cobrado, observado o Art. 12 ı 8ß da Lei Complementar nß 214, de 2025.;Art. 12. ı 8ß No transporte internacional de passageiros, caso os trechos de ida e volta sejam vendidos em conjunto, a base de c†lculo ser† a metade do valor cobrado.;Art. 12 ı 8ß;Padr∆o;0;0;0;0;0;0;0;0;0;01/01/2026;;19/11/2025;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art12
400;Isená∆o;400001;Fornecimento de serviáos de transporte p£blico coletivo de passageiros rodovi†rio e metrovi†rio;Fornecimento de serviáos de transporte p£blico coletivo de passageiros rodovi†rio e metrovi†rio de car†ter urbano, semiurbano e metropolitano, sob regime de autorizaá∆o, permiss∆o ou concess∆o p£blica, observado o art. 157 da Lei Complementar nß 214, de 2025.;Art. 157. Fica isento do IBS e da CBS o fornecimento de serviáos de transporte p£blico coletivo de passageiros rodovi†rio e metrovi†rio de car†ter urbano, semiurbano e metropolitano, sob regime de autorizaá∆o, permiss∆o ou concess∆o p£blica.;Art. 157;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art157
410;Imunidade e n∆o incidància;410001;Fornecimento de bonificaá‰es quando constem no documento fiscal e que n∆o dependam de evento posterior;Fornecimento de bonificaá‰es quando constem do respectivo documento fiscal e que n∆o dependam de evento posterior, observado o art. 5ß da Lei Complementar nß 214, de 2025.;"Art. 5ß O IBS e a CBS tambÇm incidem sobre as seguintes operaá‰es:
 II ? fornecimento de brindes e bonificaá‰es;
 ı 1ß O disposto no inciso II do caput deste artigo:
 I ? n∆o se aplica Ös bonificaá‰es que constem do respectivo documento fiscal e que n∆o dependam de evento posterior;";Art. 5ß, ı 1ß, I;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art5
410;Imunidade e n∆o incidància;410002;Transferàncias entre estabelecimentos pertencentes ao mesmo contribuinte;Transferàncias entre estabelecimentos pertencentes ao mesmo contribuinte, observado o art. 6ß da Lei Complementar nß 214, de 2025.;"Art. 6ß O IBS e a CBS n∆o incidem sobre: 
 II - transferància de bens entre estabelecimentos pertencentes ao mesmo contribuinte, observada a obrigatoriedade de emiss∆o de documento fiscal eletrìnico, nos termos do inciso II do ı 2ß do art. 60 desta Lei Complementar;";Art. 6ß, II;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art6
410;Imunidade e n∆o incidància;410003;Doaá‰es sem contraprestaá∆o em benef°cio do doador;Doaá‰es que n∆o tenham por objeto bens ou serviáos que tenham permitido a apropriaá∆o de crÇditos pelo doador, observado o art. 6ß da Lei Complementar nß 214, de 2025.;"Art. 6ß O IBS e a CBS n∆o incidem sobre:
 VIII ? doaá‰es sem contraprestaá∆o em benef°cio do doador;";Art. 6ß, VIII;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art6
410;Imunidade e n∆o incidància;410004;Exportaá‰es de bens e serviáos;Exportaá‰es de bens e serviáos, observado o art. 8ß da Lei Complementar nß 214, de 2025.;Art. 8ß S∆o imunes ao IBS e Ö CBS as exportaá‰es de bens e de serviáos, nos termos do Cap°tulo V deste T°tulo.;Art. 8ß;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;1;1;1;1;0;1;1;0;1;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art8
410;Imunidade e n∆o incidància;410005;Fornecimentos realizados pela Uni∆o, pelos Estados, pelo Distrito Federal e pelos Munic°pios;Fornecimentos realizados pela Uni∆o, pelos Estados, pelo Distrito Federal e pelos Munic°pios, observado o art. 9ß da Lei Complementar nß 214, de 2025.;"Art. 9ß S∆o imunes tambÇm ao IBS e Ö CBS os fornecimentos:
 I ? realizados pela Uni∆o, pelos Estados, pelo Distrito Federal e pelos Munic°pios;
 ı 1ß A imunidade prevista no inciso I do caput deste artigo Ç extensiva Ös autarquias e Ös fundaá‰es institu°das e mantidas pelo poder p£blico e Ö empresa p£blica prestadora de serviáo postal, bem como:";Art. 9ß, I e ı 1ß;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art9
410;Imunidade e n∆o incidància;410006;Fornecimentos realizados por entidades religiosas e templos de qualquer culto;Fornecimentos realizados por entidades religiosas e templos de qualquer culto, inclusive suas organizaá‰es assistenciais e beneficentes, observado o art. 9ß da Lei Complementar nß 214, de 2025.;"Art. 9ß S∆o imunes tambÇm ao IBS e Ö CBS os fornecimentos:
 II - realizados por entidades religiosas e templos de qualquer culto, inclusive suas organizaá‰es assistenciais e beneficentes;";Art. 9ß, II;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art9
410;Imunidade e n∆o incidància;410007;Fornecimentos realizados por partidos pol°ticos;Fornecimentos realizados por partidos pol°ticos, inclusive suas fundaá‰es, entidades sindicais dos trabalhadores e instituiá‰es de educaá∆o e de assistància social, sem fins lucrativos, observado o art. 9ß da Lei Complementar nß 214, de 2025.;"Art. 9ß S∆o imunes tambÇm ao IBS e Ö CBS os fornecimentos:
 III - realizados por partidos pol°ticos, inclusive seus institutos e fundaá‰es, entidades sindicais dos trabalhadores e instituiá‰es de educaá∆o e de assistància social, sem fins lucrativos;";Art. 9ß, III;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art9
410;Imunidade e n∆o incidància;410008;Fornecimentos de livros, jornais, peri¢dicos e do papel destinado a sua impress∆o;Fornecimentos de livros, jornais, peri¢dicos e do papel destinado a sua impress∆o, observado o art. 9ß da Lei Complementar nß 214, de 2025.;"Art. 9ß S∆o imunes tambÇm ao IBS e Ö CBS os fornecimentos:
 IV ? de livros, jornais, peri¢dicos e do papel destinado a sua impress∆o;";Art. 9ß, IV;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art9
410;Imunidade e n∆o incidància;410009;Fornecimentos de fonogramas e videofonogramas musicais produzidos no Brasil;Fornecimentos de fonogramas e videofonogramas musicais produzidos no Brasil contendo obras musicais ou literomusicais de autores brasileiros e/ou obras em geral interpretadas por artistas brasileiros, bem como os suportes materiais ou arquivos digitais que os contenham, salvo na etapa de replicaá∆o industrial de m°dias ¢pticas de leitura a laser, observado o art. 9ß da Lei Complementar nß 214, de 2025.;"Art. 9ß S∆o imunes tambÇm ao IBS e Ö CBS os fornecimentos:
 V - de fonogramas e videofonogramas musicais produzidos no Brasil contendo obras musicais ou literomusicais de autores brasileiros e/ou obras em geral interpretadas por artistas brasileiros, bem como os suportes materiais ou arquivos digitais que os contenham, salvo na etapa de replicaá∆o industrial de m°dias ¢pticas de leitura a laser;";Art. 9ß, V;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art9
410;Imunidade e n∆o incidància;410010;Fornecimentos de serviáo de comunicaá∆o nas modalidades de radiodifus∆o sonora e de sons e imagens de recepá∆o livre e gratuita;"Fornecimentos de serviáo de comunicaá∆o nas modalidades de radiodifus∆o sonora e de sons e imagens de recepá∆o livre e 
 gratuita, observado o art. 9ß da Lei Complementar nß 214, de 2025.";"Art. 9ß S∆o imunes tambÇm ao IBS e Ö CBS os fornecimentos:
 VI - de serviáo de comunicaá∆o nas modalidades de radiodifus∆o sonora e de sons e imagens de recepá∆o livre e gratuita; e";Art. 9ß, VI;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art9
410;Imunidade e n∆o incidància;410011;Fornecimentos de ouro, quando definido em lei como ativo financeiro ou instrumento cambial;Fornecimentos de ouro, quando definido em lei como ativo financeiro ou instrumento cambial, observado o art. 9ß da Lei Complementar nß 214, de 2025.;"Art. 9ß S∆o imunes tambÇm ao IBS e Ö CBS os fornecimentos:
 VII - de ouro, quando definido em lei como ativo financeiro ou instrumento cambial.";Art. 9ß, VII;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art9
410;Imunidade e n∆o incidància;410012;Fornecimento de condom°nio edil°cio n∆o optante pelo regime regular;Fornecimento de condom°nio edil°cio n∆o optante pelo regime regular, observado o art. 26 da Lei Complementar nß 214, de 2025.;"Art. 26. N∆o s∆o contribuintes do IBS e da CBS, ressalvado o disposto no
 inciso II do ı 1ß do art. 156-A da Constituiá∆o Federal:
 I ? condom°nio edil°cio;
 ı 2ß Em relaá∆o ao condom°nio edil°cio de que trata o inciso I do caput deste artigo:
 I ? caso exeráa a opá∆o pelo regime regular de que trata o ı 1ß deste artigo, o IBS e a CBS incidir∆o sobre todas as taxas e demais valores cobrados pelo condom°nio dos seus condìminos e de terceiros; e
 II ? caso n∆o exeráa a opá∆o pelo regime regular e desde que as taxas e demais valores condominiais cobrados de seus condìminos representem menos de 80% (oitenta por cento) da receita total do condom°nio:
 a) ficar† sujeito Ö incidància do IBS e da CBS sobre as operaá‰es com bens e com serviáos que realizar de acordo com o disposto no inciso I do caput do art. 21 desta Lei Complementar; e
 b) apropriar† crÇditos na proporá∆o da receita decorrente das operaá‰es tributadas na forma da al°nea ?a? deste inciso, em relaá∆o Ö receita total do condom°nio.";Art. 26, ı 2ß, II;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art26
410;Imunidade e n∆o incidància;410013;Exportaá‰es de combust°veis;Exportaá‰es de combust°veis, observado o art. 98 da Lei Complementar nß 214, de 2025.;Art. 98. Considera-se exportaá∆o o fornecimento de combust°vel ou lubrificante para abastecimento de aeronaves em tr†fego internacional e com destino ao exterior.;Art. 98;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art98
410;Imunidade e n∆o incidància;410014;Fornecimento de produtor rural n∆o contribuinte;Fornecimento de produtor rural n∆o contribuinte, observado o art. 164 da Lei Complementar nß 214, de 2025.;Art. 164. O produtor rural pessoa f°sica ou jur°dica que auferir receita inferior a R$ 3.600.000,00 (tràs milh‰es e seiscentos mil reais) no ano-calend†rio e o produtor rural integrado n∆o ser∆o considerados contribuintes do IBS e da CBS.;Art. 164;Sem al°quota;0;0;0;1;0;0;0;0;0;01/01/2026;;21/08/2025;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art164
410;Imunidade e n∆o incidància;410015;Fornecimento por transportador autìnomo n∆o contribuinte;Fornecimento por transportador autìnomo n∆o contribuinte, observado o art. 169 da Lei Complementar nß 214, de 2025.;Art. 169. O contribuinte de IBS e de CBS sujeito ao regime regular poder† apropriar crÇditos presumidos dos referidos tributos relativos Ös aquisiá‰es de serviáo de transporte de carga de transportador autìnomo pessoa f°sica que n∆o seja contribuinte dos referidos tributos ou que seja inscrito como MEI.;Art. 169;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;21/08/2025;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art169
410;Imunidade e n∆o incidància;410016;Fornecimento ou aquisiá∆o de res°duos s¢lidos;Fornecimento ou aquisiá∆o de res°duos s¢lidos, observado o art. 170 da Lei Complementar nß 214, de 2025.;Art. 170. O contribuinte de IBS e de CBS sujeito ao regime regular poder† apropriar crÇditos presumidos dos referidos tributos relativos Ös aquisiá‰es de res°duos s¢lidos de coletores incentivados para utilizaá∆o em processo de destinaá∆o final ambientalmente adequada.;Art. 170;Sem al°quota;0;0;0;1;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art170
410;Imunidade e n∆o incidància;410017;Aquisiá∆o de bem m¢vel com crÇdito presumido sob condiá∆o de revenda realizada;Aquisiá∆o de bem m¢vel com crÇdito presumido sob condiá∆o de revenda realizada, observado o art. 171 da Lei Complementar nß 214, de 2025.;Art. 171. O contribuinte de IBS e de CBS sujeito ao regime regular poder† apropriar crÇditos presumidos dos referidos tributos relativos Ös aquisiá‰es, para revenda, de bem m¢vel usado de pessoa f°sica que n∆o seja contribuinte dos referidos tributos ou que seja inscrita como MEI.;Art. 171;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;21/08/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art171
410;Imunidade e n∆o incidància;410018;Operaá‰es relacionadas aos fundos garantidores e executores de pol°ticas p£blicas;Operaá‰es relacionadas aos fundos garantidores e executores de pol°ticas p£blicas, inclusive de habitaá∆o, previstos em lei, assim entendidas os serviáos prestados ao fundo pelo seu agente operador e por entidade encarregada da sua administraá∆o, observado o art. 213 da Lei Complementar nß 214, de 2025.;Art. 213. N∆o ficam sujeitas Ö incidància do IBS e da CBS as operaá‰es relacionadas aos demais fundos garantidores e executores de pol°ticas p£blicas, inclusive de habitaá∆o e de desenvolvimento regional, previstos em lei.;Art. 213;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art213
410;Imunidade e n∆o incidància;410019;Exclus∆o da gorjeta na base de c†lculo no fornecimento de alimentaá∆o;Exclus∆o da gorjeta na base de c†lculo no fornecimento de alimentaá∆o, observado o art. 274 da Lei Complementar nß 214, de 2025.;"Art. 274. A base de c†lculo do IBS e da CBS Ç o valor da operaá∆o de fornecimento de alimentaá∆o e das bebidas de que trata o ı 1o do art. 273 desta Lei Complementar.
 Par†grafo £nico. Ficam exclu°dos da base de c†lculo: 
 I - a gorjeta incidente no fornecimento de alimentaá∆o, desde que: 
 a) seja repassada integralmente ao empregado, sem preju°zo dos valores da gorjeta que forem retidos pelo empregador em virtude de determinaá∆o legal; e 
 b) seu valor n∆o exceda a 15% (quinze por cento) do valor total do fornecimento de alimento e bebidas;";Art. 274, I;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art274
410;Imunidade e n∆o incidància;410020;Exclus∆o do valor de intermediaá∆o na base de c†lculo no fornecimento de alimentaá∆o;Exclus∆o do valor de intermediaá∆o na base de c†lculo no fornecimento de alimentaá∆o, observado o art. 274 da Lei Complementar nß 214, de 2025.;"Art. 274. A base de c†lculo do IBS e da CBS Ç o valor da operaá∆o de fornecimento de alimentaá∆o e das bebidas de que trata o ı 1ß do art. 273 desta Lei Complementar.
 Par†grafo £nico. Ficam exclu°dos da base de c†lculo:
 II - os valores n∆o repassados aos bares e restaurantes pelo serviáo de entrega e intermediaá∆o de pedidos de alimentaá∆o e bebidas por plataforma digital.";Art. 274, II;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art274
410;Imunidade e n∆o incidància;410021;Contribuiá∆o de que trata o art. 149-A da Constituiá∆o Federal;Contribuiá∆o de que trata o art. 149-A da Constituiá∆o Federal, observado o art. 12 da Lei Complementar nß 214, de 2025.;"Art. 12 ı 2ß N∆o integram a base de c†lculo do IBS e da CBS:
 VI - a contribuiá∆o de que trata o art. 149-A da Constituiá∆o Federal.";Art. 12 ı 2ß;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;11/06/2025;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art12
410;Imunidade e n∆o incidància;410022;Consolidaá∆o da propriedade do bem pelo credor;Consolidaá∆o da propriedade pelo credor de bens m¢veis ou im¢veis que tenham sido objeto de garantia, observado o art. 200 da Lei Complementar nß 214, de 2025.;"Art. 200. Na alienaá∆o de bens m¢veis ou im¢veis que tenham sido objeto de garantia constitu°da em favor de credor sujeito ao regime espec°fico desta Seá∆o, cuja propriedade tenha sido por ele consolidada ou a ele transmitida em pagamento da d°vida, dever† ser observado o seguinte:
 I - a consolidaá∆o da propriedade do bem pelo credor n∆o estar† sujeita Ö incidància do IBS e da CBS;";Art. 200, I;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;03/10/2025;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art200
410;Imunidade e n∆o incidància;410023;Alienaá∆o de bens m¢veis ou im¢veis que tenham sido objeto de garantia em que o prestador da garantia n∆o seja contribuinte;Alienaá∆o de bens m¢veis ou im¢veis que tenham sido objeto de garantia constitu°da em favor de credor em que o prestador da garantia n∆o seja contribuinte, observado o art. 200 da Lei Complementar nß 214, de 2025.;"Art. 200. Na alienaá∆o de bens m¢veis ou im¢veis que tenham sido objeto de garantia constitu°da em favor de credor sujeito ao regime espec°fico desta Seá∆o, cuja propriedade tenha sido por ele consolidada ou a ele transmitida em pagamento da d°vida, dever† ser observado o seguinte:
 II - na alienaá∆o do bem pelo credor:
 a) n∆o haver† incidància do IBS e da CBS, se o prestador da garantia n∆o for contribuinte desses tributos;";Art. 200, II, a;Sem al°quota;0;0;0;0;0;0;0;0;0;01/01/2026;;03/10/2025;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art200
